"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 27 06:09:28 UTC 2025","Sat Dec 27 06:09:34 UTC 2025","6101","","Navegação no Blog do Agi","","Validar presença de todos os menus principais","","Validar presença de todos os menus principais","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"passed","Sat Dec 27 06:11:58 UTC 2025","Sat Dec 27 06:12:11 UTC 2025","12698","","Navegação no Blog do Agi","","Verificar responsividade em diferentes resoluções","","Verificar responsividade em diferentes resoluções","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"passed","Sat Dec 27 06:09:08 UTC 2025","Sat Dec 27 06:09:14 UTC 2025","6348","","Navegação no Blog do Agi","","Acesso à página inicial","","Acesso à página inicial","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"passed","Sat Dec 27 06:09:15 UTC 2025","Sat Dec 27 06:09:23 UTC 2025","8575","","Navegação no Blog do Agi","","Presença do ícone de busca","","Presença do ícone de busca","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"failed","Sat Dec 27 06:10:42 UTC 2025","Sat Dec 27 06:11:11 UTC 2025","29334","","Navegação no Blog do Agi","","Validar submenus de segundo nível em ""Empréstimos""","","Validar submenus de segundo nível em ""Empréstimos""","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"passed","Sat Dec 27 06:08:53 UTC 2025","Sat Dec 27 06:09:08 UTC 2025","14512","","Busca de artigos no Blog do Agi","","Validar ícone de busca está presente","","Validar ícone de busca está presente","  Como um usuário do Blog do Agi
  Eu quero poder buscar por artigos
  Para encontrar conteúdo relevante sobre os temas de meu interesse"
"passed","Sat Dec 27 06:11:27 UTC 2025","Sat Dec 27 06:11:37 UTC 2025","10869","","Navegação no Blog do Agi","","Verificar responsividade em diferentes resoluções","","Verificar responsividade em diferentes resoluções","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"failed","Sat Dec 27 06:09:51 UTC 2025","Sat Dec 27 06:10:37 UTC 2025","46084","","Navegação no Blog do Agi","","Validar submenus do menu ""Produtos""","","Validar submenus do menu ""Produtos""","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"failed","Sat Dec 27 06:11:16 UTC 2025","Sat Dec 27 06:11:22 UTC 2025","5507","","Navegação no Blog do Agi","","Validar redes sociais no rodapé","","Validar redes sociais no rodapé","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"passed","Sat Dec 27 06:09:39 UTC 2025","Sat Dec 27 06:09:46 UTC 2025","6124","","Navegação no Blog do Agi","","Validar submenus do menu ""O Agibank""","","Validar submenus do menu ""O Agibank""","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
"passed","Sat Dec 27 06:11:42 UTC 2025","Sat Dec 27 06:11:53 UTC 2025","10982","","Navegação no Blog do Agi","","Verificar responsividade em diferentes resoluções","","Verificar responsividade em diferentes resoluções","                  Como um usuário do Blog do Agi
                  Eu quero poder navegar pela aplicação
                  Para acessar o conteúdo disponível"
